id,course title,Credit hours,course ID,class code,preReqs
42,MATH 1999 Gateway Research Experience (1-3) - Modern Campus Catalog™,3,MATH,1999,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""1-3 hr. research seminar.""], ""Prerequisites"": [{""Requirement"": ""Permission of department"", ""Type"": ""Permission""}], ""Replacements"": []}"
43,MATH 1554 Calculus II for Life Sciences (4) - Modern Campus Catalog™,4,MATH,1554,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""Does not serve as a prerequisite requirement for higher level Math courses.""],  ""Prerequisites"": [    {      ""Requirement"": [""MATH 1550"", ""MATH 1551""],      ""Type"": ""Class""    }  ],  ""Replacements"": [    {      ""Replacement"": [""MATH 1552"", ""MATH 1553""],      ""Type"": ""Potential""    }  ]}"
44,MATH 1553 HONORS: Analytic Geometry and Calculus II (4) - Modern Campus Catalog™,4,MATH,1553,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""],  ""Prerequisites"": [],  ""Replacements"": [    {      ""Replacement"": [""MATH 1552""],      ""Type"": ""True""    },    {      ""Replacement"": [""MATH 1554""],      ""Type"": ""Potential""    }  ]}"
45,MATH 1552 Analytic Geometry and Calculus II (4) - Modern Campus Catalog™,4,MATH,1552,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""], ""Prerequisites"": [], ""Replacements"": []}"
46,MATH 1551 HONORS: Differential and Integral Calculus (5) - Modern Campus Catalog™,5,MATH,1551,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit. Same as, MATH 1550, with special honors emphasis for qualified students.""],  ""Prerequisites"": [    {      ""Requirement"": ""An appropriate ALEKS honors placement score"",      ""Type"": ""Score""    }  ],  ""Replacements"": [    {      ""Replacement"": [""MATH 1550""],      ""Type"": ""True""    },    {      ""Replacement"": [""MATH 1510""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1431""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1530""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1540""],      ""Type"": ""Potential""    }  ]}"
47,MATH 1550 Differential and Integral Calculus (5) - Modern Campus Catalog™,5,MATH,1550,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""], ""Prerequisites"": [{""Requirement"": ""An appropriate ALEKS placement score"", ""Type"": ""Score""}], ""Replacements"": [{""Replacement"": [""MATH 1530"", ""MATH 1540""], ""Type"": ""True""}, {""Replacement"": [""MATH 1551""], ""Type"": ""True""}, {""Replacement"": [""MATH 1510""], ""Type"": ""Potential""}, {""Replacement"": [""MATH 1431""], ""Type"": ""Potential""}]}"
48,MATH 1540 Integral Calculus (3) - Modern Campus Catalog™,3,MATH,1540,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""],  ""Prerequisites"": [    {      ""Requirement"": ""MATH 1530"",      ""Type"": ""Class""    }  ],  ""Replacements"": [    {      ""Replacement"": [""MATH 1551""],      ""Type"": ""True""    },    {      ""Replacement"": [""MATH 1550""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1510""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1431""],      ""Type"": ""Potential""    }  ]}"
49,MATH 1530 Differential Calculus (3) - Modern Campus Catalog™,3,MATH,1530,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""],  ""Prerequisites"": [    {      ""Requirement"": ""An appropriate ALEKS placement score"",      ""Type"": ""Score""    }  ],  ""Replacements"": [    {      ""Replacement"": [""MATH 1551""],      ""Type"": ""True""    },    {      ""Replacement"": [""MATH 1510""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1431""],      ""Type"": ""Potential""    }  ]}"
50,"MATH 1520 Biomathematics: Calculus, Probability, and Statistics II (4) - Modern Campus Catalog™",4,MATH,1520,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""],  ""Prerequisites"": [    {      ""Requirement"": [""MATH 1510"", ""MATH 1540"", ""MATH 1550"", ""MATH 1551""],      ""Type"": ""Class""    }  ],  ""Replacements"": []}"
51,"MATH 1510 Biomathematics: Calculus, Probability, and Statistics I (5) - Modern Campus Catalog™",5,MATH,1510,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit.""], ""Prerequisites"": [{""Requirement"": ""An appropriate ALEKS placement score"", ""Type"": ""Score""}], ""Replacements"": [{""Replacement"": [""MATH 1431""], ""Type"": ""Potential""}, {""Replacement"": [""MATH 1530""], ""Type"": ""Potential""}, {""Replacement"": [""MATH 1540""], ""Type"": ""Potential""}, {""Replacement"": [""MATH 1550""], ""Type"": ""Potential""}, {""Replacement"": [""MATH 1551""], ""Type"": ""Potential""}]}"
52,MATH 1435 Mathematics for Business Analysis (3) - Modern Campus Catalog™,3,MATH,1435,"{""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [""Offered by Independent and Distance Learning only.""], ""Prerequisites"": [{""Requirement"": ""MATH 1431"", ""Type"": ""Class""}], ""Replacements"": []}"
53,MATH 1431 Calculus with Business and Economic Applications (3) - Modern Campus Catalog™,3,MATH,1431,"{  ""Alternative-reqs"": [],  ""Corequisites"": [],  ""Other"": [""This is an Integrative Learning Core (ILC) course that awards general education credit. 3 hrs. lecture; 1 hr. lab.""],  ""Prerequisites"": [    {      ""Requirement"": [""MATH 1021"", ""MATH 1023""],      ""Type"": ""Class""    }  ],  ""Replacements"": [    {      ""Replacement"": [""MATH 1510""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1530""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1540""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1550""],      ""Type"": ""Potential""    },    {      ""Replacement"": [""MATH 1551""],      ""Type"": ""Potential""    }  ]}"
54,MATH 4032 Advanced Calculus II (3) - Modern Campus Catalog™,3,MATH,4032,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 4031"", ""Type"": ""Class"" }, { ""Requirement"": ""equivalent"", ""Type"": ""Permission"" } ], ""Replacements"": [] }"
55,MATH 4031 Advanced Calculus I (3) - Modern Campus Catalog™,3,MATH,4031,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 2057"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2058"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2085"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2090"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
56,MATH 4027 Differential Equations (3) - Modern Campus Catalog™,3,MATH,4027,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 2057"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2058"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2085"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2090"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
57,MATH 4025 Optimization Theory and Applications (3) - Modern Campus Catalog™,3,MATH,4025,"{ ""Alternative-reqs"": [], ""Corequisites"": [ { ""Requirement"": [ ""MATH 2085"", ""MATH 2090"" ], ""Type"": ""Class"" } ], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 2057"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2058"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
58,MATH 4024 Mathematical Models (3) - Modern Campus Catalog™,3,MATH,4024,"{ ""Alternative-reqs"": [], ""Corequisites"": [ { ""Requirement"": [ ""MATH 2085"", ""MATH 2090"" ], ""Type"": ""Class"" } ], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 1552"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 1553"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
59,MATH 4023 Applied Algebra (3) - Modern Campus Catalog™,3,MATH,4023,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 2085"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2090"", ""Type"": ""Class"" } ], ""Replacements"": [ { ""Replacements"": [ ""MATH 4200"" ], ""Type"": ""Potential"" } ] }"
60,MATH 4020 Capstone Course (3) - Modern Campus Catalog™,3,MATH,4020,"{ ""Alternative-reqs"": [ { ""Bypass-method"": [ ""permission of the department"" ], ""Requisite-class-getting-bypassed"": [ ""4000-level mathematics course"" ] } ], ""Corequisites"": [], ""Other"": [ ""Students should be within two semesters of completing the requirements for a mathematics major."" ], ""Prerequisites"": [ { ""Requirement"": ""4000-level mathematics course"", ""Type"": ""Class"", ""Grade"": ""C"" } ], ""Replacements"": [] }"
61,MATH 4019 Calculus Internship Capstone (2) - Modern Campus Catalog™,2,MATH,4019,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 3003"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
62,MATH 4005 Geometry (3) - Modern Campus Catalog™,3,MATH,4005,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [], ""Replacements"": [] }"
63,MATH 3903 Methods of Problem Solving (2) - Modern Campus Catalog™,2,MATH,3903,"{ ""Alternative-reqs"": [ { ""Bypass-method"": [ ""consent of the department"" ], ""Requisite-class-getting-bypassed"": [ ""MATH 1552"", ""MATH 1553"", ""MATH 2070"", ""MATH 2085"", ""MATH 2090"" ] } ], ""Corequisites"": [], ""Other"": [ ""Pass-fail grading."", ""May be taken for a max. of 6 hrs. of credit when topics vary."" ], ""Prerequisites"": [ { ""Requirement"": ""MATH 1552"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 1553"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2070"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2085"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2090"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
64,MATH 3355 Probability (3) - Modern Campus Catalog™,3,MATH,3355,"{ ""Alternative-reqs"": [], ""Corequisites"": [ { ""Requirement"": [ ""MATH 2057"", ""MATH 2058"" ], ""Type"": ""Class"" } ], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 2057"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 2058"", ""Type"": ""Class"" } ], ""Replacements"": [ { ""Replacements"": [ ""EE 3150"" ], ""Type"": ""Potential"" } ] }"
65,MATH 3050 Interest Theory (5) - Modern Campus Catalog™,5,MATH,3050,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""MATH 1552"", ""Type"": ""Class"" }, { ""Requirement"": ""MATH 1553"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
66,MATH 3003 Functions & Modeling (3) - Modern Campus Catalog™,3,MATH,3003,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""SCI 2011"", ""Type"": ""Class"" }, { ""Requirement"": ""SCI 2012"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
67,MATH 3002 Mathematics Classroom Presentations (2) - Modern Campus Catalog™,2,MATH,3002,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""SCI 2010"", ""Type"": ""Class"" }, { ""Requirement"": ""SCI 2012"", ""Type"": ""Class"" } ], ""Replacements"": [] }"
68,MATH 2999 Introductory Research Experience (1-3) - Modern Campus Catalog™,3,MATH,2999,"{ ""Alternative-reqs"": [], ""Corequisites"": [], ""Other"": [], ""Prerequisites"": [ { ""Requirement"": ""Permission of department"", ""Type"": ""Permission"" } ], ""Replacements"": [] }"
