ID,course title,Credit hours,course ID,class code,preReqs
11,"ACCT 7210 Tax Research, Planning and Business Decision Making (3) - Modern Campus Catalog™",3,ACCT,7210,"ACCT 3221,or equivalent.,Credit will not be given for both this  course and,ACCT 4225,."
12,ACCT 7201 Tax Aspects of Business Entities (3) - Modern Campus Catalog™,3,ACCT,7201,"ACCT 3021,or equivalent."
13,ACCT 7021 Advanced Theory of Accounts (3) - Modern Campus Catalog™,3,ACCT,7021,"ACCT 3021,and consent of instructor or,ACCT 4022,. MS in accounting students or permission of instructor."
14,ACCT 7011 Intermediate Accounting (3) - Modern Campus Catalog™,3,ACCT,7011,"ACCT 2001,.,Credit will not be given for this course and,ACCT 3001,or,ACCT 3002,and,ACCT 3021,."
15,ACCT 4800 Professional Exam Preparation (3) - Modern Campus Catalog™,3,ACCT,4800,"grade of “C” or above in,ACCT 3222,and,ACCT 4022,or,ACCT 4421,, or permission of department.,Pass-Fail grading.,Can only be taken once.,Course requires purchase of exam preparation software."
16,ACCT 4501 Petroleum Accounting (3) - Modern Campus Catalog™,3,ACCT,4501,"grade of “C”or above in,ACCT 3021,and,ACCT 3121,; MS in accounting students or permission of department."
17,VMED 5442 Diagnostic Parasitology (1) - Modern Campus Catalog™,1,VMED,5442,
18,UNST 3900 Interdisciplinarity (3) - Modern Campus Catalog™,3,UNST,3900,Standing in the College of Humanities & Social Sciences as an interdisciplinary studies major.
19,THTR 4300 Special Topics in Arts Administration (3) - Modern Campus Catalog™,3,THTR,4300,consent of instructor.
20,"TAM 7043 Seminar: Textiles, Apparel Design and Merchandising (1) - Modern Campus Catalog™",1,TAM,7043,"“S/U” grading.,May be taken for a max. of 3 hrs. of credit if topics vary."
21,SW 7003 Social Welfare History & Policy (3) - Modern Campus Catalog™,3,SW,7003,"Social Work majors only and credit for or concurrent registration in,SW 7001,,,SW 7004,,,SW 7005,, and,SW 7007,."
22,**COURSE SEARCH** - Louisiana State University - Modern Campus Catalog™,1,**COURSE,,"Since this catalog was prepared well in advance of its effective date, some courses may have been added, others may have been dropped, and/or changes in content may have been made."
23,SOCL 7211 Seminar: Methods of Social Investigation (3) - Modern Campus Catalog™,3,SOCL,7211,"EXST 7003,or equivalent."
24,RNR 7030 Aquatic Entomology (4) - Modern Campus Catalog™,4,RNR,7030,
25,"REL 4400 Religious Thought of Martin Luther King, Jr. & Malcolm X (3) - Modern Campus Catalog™",3,REL,4400,"Also offered as,AAAS 4400,."
26,PSYC 7185 Behavior Therapy (3) - Modern Campus Catalog™,3,PSYC,7185,graduate standing in clinical or school psychology or consent of instructor.
27,POLI 4075 Politics of Western Europe (3) - Modern Campus Catalog™,3,POLI,4075,
28,PHYS 7745 Advanced Quantum Theory of Particles and Fields (3) - Modern Campus Catalog™,3,PHYS,7745,
29,PHIL 4928 Medieval Philosophy (3) - Modern Campus Catalog™,3,PHIL,4928,"Also offered as,REL 4928,."
30,PBS 7530 Laboratory Animal Science I (2) - Modern Campus Catalog™,2,PBS,7530,DVM degree or equivalent and consent of instructor.
31,PBS 7525 Advanced Veterinary Clinical Pathology (1-2) - Modern Campus Catalog™,2,PBS,7525,DVM degree or equivalent.
32,PBS 7516 Advanced Diagnostic Pathology of Animals (1-2) - Modern Campus Catalog™,2,PBS,7516,DVM degree or equivalent.
33,OCS 4128 Wetland Hydrology and Hydrodynamics (3) - Modern Campus Catalog™,3,OCS,4128,"MATH 1550,,,MATH 1552,,,GEOL 1001,or equivalent."
34,OCS 4126 Chemical Oceanography (3) - Modern Campus Catalog™,3,OCS,4126,
35,MUTH 4250 Music Therapy Practicum IV (1) - Modern Campus Catalog™,1,MUTH,4250,
36,MUTH 3400 Music Therapy Professional Skills and Applications (3) - Modern Campus Catalog™,3,MUTH,3400,
37,MUS 9005 Concerto with Orchestra (1-2) - Modern Campus Catalog™,2,MUS,9005,
38,MUS 9003 Doctoral Lecture Recital (1-3) - Modern Campus Catalog™,3,MUS,9003,"Does not fulfill final project requirement for DMA (,MUS 9010,)."
39,MUS 9002 Second Doctoral Solo Recital (1-3) - Modern Campus Catalog™,3,MUS,9002,
40,MUS 9001 Doctoral Solo Recital (1-3) - Modern Campus Catalog™,3,MUS,9001,
41,MUS 9000 Dissertation Research (1-12 per sem.) - Modern Campus Catalog™,1,MUS,,“S”/”U”grading.
42,MUS 8000 Thesis Research (1-12 per sem.) - Modern Campus Catalog™,1,MUS,,“S”/”U”grading.
43,MUS 7998 Special Topics in Music (2-3) - Modern Campus Catalog™,3,MUS,7998,
44,MUS 7997 Individual Projects in Music (1-3) - Modern Campus Catalog™,3,MUS,7997,consent of departmental faculty concerned and dean of the School of Music.
45,MUS 7929 Seminar in Choral Repertoire (3) - Modern Campus Catalog™,3,MUS,7929,Only 6 sem. hrs. applicable to the MM degree; only 12 additional sem. hrs. applicable to the DMA; maximum for MM and DMA combined is 18 sem. hrs .
46,MUS 7928 Seminar in Choral Repertoire (3) - Modern Campus Catalog™,3,MUS,7928,Only 6 sem. hrs. applicable to the MM degree; only 12 additional sem. hrs. applicable to the DMA; maximum for MM and DMA combined is 18 sem. hrs .
47,MUS 7921 Seminar in Music Theory (3) - Modern Campus Catalog™,3,MUS,7921,"MUS 3703,or successful passing of the Music Theory Diagnostic Examination.,Maximum for MM and PhD combined is 18 sem. hrs. of credit."
48,MUS 7906 Seminar in Music Education (2-6) - Modern Campus Catalog™,6,MUS,7906,Only 6 sem. hrs. applicable to the MMEd degree; only 12 additional sem. hrs. applicable to the PhD; maximum for MMEd and PhD combined is 18 sem. hrs.
49,MUS 7905 Seminar in Music Education (2-6) - Modern Campus Catalog™,6,MUS,7905,Only 6 sem. hrs. applicable to the MMEd degree; only 12 additional sem. hrs. applicable to the PhD; maximum for MMEd and PhD combined is 18 sem. hrs.
50,MUS 7904 Seminar in Music History (2-3) - Modern Campus Catalog™,3,MUS,7904,"MUS 3710,or successful passing of the Music History Diagnostic Examination.,Only 6 sem. hrs. applicable to the MM degree; only 12 additional sem. hrs. applicable to the PhD; maximum for MM and PhD combined is 18 sem. hrs."
51,MUS 7903 Seminar in Music History (2-3) - Modern Campus Catalog™,3,MUS,7903,"MUS 3710,or successful passing of the Music History Diagnostic Examination.,Only 6 sem. hrs. applicable to the MM degree; only 12 additional sem. hrs. applicable to the PhD; maximum for MM and PhD combined is 18 sem. hrs."
52,MUS 7810 Cognition and Effective Music Learning (2) - Modern Campus Catalog™,2,MUS,7810,
53,MUS 7801 Psychology of Music (3) - Modern Campus Catalog™,3,MUS,7801,
54,MUS 7800 Introduction to Research in Music (3) - Modern Campus Catalog™,3,MUS,7800,Required of all doctoral students; recommended for master’s students who will write theses.
55,MUS 7799 Advanced Coaching in Applied Music (2) - Modern Campus Catalog™,2,MUS,7799,Max. amount of credit applicable toward a degree is 4 sem. hrs.
56,MUS 7798 Master’s Recital (1-3) - Modern Campus Catalog™,3,MUS,7798,"MUS 4797,or equivalent."
57,MUS 7797 Master’s Pedagogy Project (2) - Modern Campus Catalog™,2,MUS,7797,Pass-fail grading.
58,"MUS 7780 Introduction to Musicology, Music Theory, and Ethnomusicology (3) - Modern Campus Catalog™",3,MUS,7780,Required of all master’s and doctoral students in musicology and music theory.
59,MUS 7778 Advanced Keyboard Literature II (3) - Modern Campus Catalog™,3,MUS,7778,"MUS 4757,,,MUS 4758,or equivalent."
60,MUS 7777 Advanced Keyboard Literature I (3) - Modern Campus Catalog™,3,MUS,7777,"MUS 4757,,,MUS 4758,or equivalent."
61,MUS 7776 Advanced Orchestral Conducting (3) - Modern Campus Catalog™,3,MUS,7776,previous study of conducting.
62,MUS 7775 Advanced Orchestral Conducting (3) - Modern Campus Catalog™,3,MUS,7775,previous study of conducting.
63,MUS 7774 Advanced Band Conducting (3) - Modern Campus Catalog™,3,MUS,7774,previous study of conducting.
64,MUS 7773 Advanced Band Conducting (3) - Modern Campus Catalog™,3,MUS,7773,previous study of conducting.
65,MUS 7772 Advanced Choral Conducting (3) - Modern Campus Catalog™,3,MUS,7772,previous study of conducting.
66,MUS 7771 Advanced Choral Conducting (3) - Modern Campus Catalog™,3,MUS,7771,previous study of conducting.
67,MUS 7768 Qualitative Research in Music (3) - Modern Campus Catalog™,3,MUS,7768,
68,MUS 7767 Quantitative Research in Music (3) - Modern Campus Catalog™,3,MUS,7767,"ELRC 4006,and,MUS 7905,.,Primarily for doctoral students in music."
69,MUS 7766 Current Issues in Music Education (3) - Modern Campus Catalog™,3,MUS,7766,
70,MUS 7765 Philosophical Bases for Music Education (3) - Modern Campus Catalog™,3,MUS,7765,
71,MUS 7764 Comparative Methods in Music Education (3) - Modern Campus Catalog™,3,MUS,7764,
72,MUS 7762 Measurement and Evaluation in Music (3) - Modern Campus Catalog™,3,MUS,7762,
73,MUS 7757 American Music (3) - Modern Campus Catalog™,3,MUS,7757,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
74,MUS 7756 Music in the Modern Era (3) - Modern Campus Catalog™,3,MUS,7756,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
75,MUS 7755 Music in the Romantic Era (3) - Modern Campus Catalog™,3,MUS,7755,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
76,MUS 7754 Music in the Classical Era (3) - Modern Campus Catalog™,3,MUS,7754,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
77,MUS 7753 Music in the Baroque Era (3) - Modern Campus Catalog™,3,MUS,7753,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
78,MUS 7752 Music of the Renaissance (3) - Modern Campus Catalog™,3,MUS,7752,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
79,MUS 7751 Ancient and Medieval Music (3) - Modern Campus Catalog™,3,MUS,7751,"MUS 3710,or successful passing of the Music History Diagnostic Examination."
80,MUS 7750 Special Studies in Piano Literature (3) - Modern Campus Catalog™,3,MUS,7750,Total amount of credit applicable to MM degree limited by student’s advisory committee.
81,MUS 7749 Special Studies in Piano Literature (3) - Modern Campus Catalog™,3,MUS,7749,Total amount of credit applicable to MM degree limited by student’s advisory committee.
82,MUS 7747 History of Electroacoustic Music (3) - Modern Campus Catalog™,3,MUS,7747,
83,MUS 7746 Graduate Seminar in Experimental Music and Digital Media (3) - Modern Campus Catalog™,3,MUS,7746,"MUS 7745,or consent of instructor."
84,MUS 7745 Advanced Computer Music (3) - Modern Campus Catalog™,3,MUS,7745,"Permission of department.,May be taken for a maximum of 12 hours when topics vary."
85,MUS 7742 History of Music Theory II (3) - Modern Campus Catalog™,3,MUS,7742,"MUS 3703,and,MUS 3710,or successful passing of the Music Theory and Music History Diagnostic Examinations."
86,MUS 7741 History of Music Theory I (3) - Modern Campus Catalog™,3,MUS,7741,"MUS 3703,and,MUS 3710,or successful passing of the Music Theory and Music History Diagnostic Examinations."
87,MUS 7726 Survey of Symphonic Literature II (2) - Modern Campus Catalog™,2,MUS,7726,
88,MUS 7725 Survey of Symphonic Literature I (2) - Modern Campus Catalog™,2,MUS,7725,
89,MUS 7724 Survey of Wind Literature II (2) - Modern Campus Catalog™,2,MUS,7724,
90,MUS 7723 Survey of Wind Literature I (2) - Modern Campus Catalog™,2,MUS,7723,
91,MUS 7722 Survey of Choral Literature II (3) - Modern Campus Catalog™,3,MUS,7722,
92,MUS 7721 Survey of Choral Literature I (3) - Modern Campus Catalog™,3,MUS,7721,
93,MUS 7711 Seminar in Post-Tonal Musical Analysis (3) - Modern Campus Catalog™,3,MUS,7711,"MUS 3703,or successful passing of the Music Theory Diagnostic Examination.,May be taken for a max. of 6 hrs. of credit when topics vary."
94,MUS 7710 Theory and Analysis of Tonal Music (3) - Modern Campus Catalog™,3,MUS,7710,"MUS 3703,or successful passing of the Music Theory Diagnostic Examination."
95,MUS 7705 Advanced Linear Analysis (3) - Modern Campus Catalog™,3,MUS,7705,"MUS 7704,or equivalent.,Required of all doctoral students in music theory."
96,MUS 7704 Studies in Linear Analysis (3) - Modern Campus Catalog™,3,MUS,7704,"MUS 3703,or successful passing of the Music Theory Diagnostic Examination."
97,MUS 7703 Contemporary Musical Practices (3) - Modern Campus Catalog™,3,MUS,7703,6 sem. hrs. applicable to the MM degree when topics vary; 6 additional sem. hrs. applicable to the DMA degree when topics vary.
98,MUS 7701 Pedagogy of Music Theory (3) - Modern Campus Catalog™,3,MUS,7701,"MUS 3703,or successful passing of the Music Theory Diagnostic Examination."
99,MUS 7700 Survey of Analytical Techniques (3) - Modern Campus Catalog™,3,MUS,7700,"MUS 3703,or passing of the Music Theory Diagnostic Examination."
100,MUS 7600 Sources of Music Study & Research (3) - Modern Campus Catalog™,3,MUS,7600,"Also offered as,LIS 7810,."
101,MUS 7570 College Teaching in Music (3) - Modern Campus Catalog™,3,MUS,7570,
102,MUS 7522 Vocal Accompanying (2) - Modern Campus Catalog™,2,MUS,7522,
103,MUS 7521 Instrumental Accompanying (2) - Modern Campus Catalog™,2,MUS,7521,
104,MUS 7502 Piano Pedagogy and Literature II (2) - Modern Campus Catalog™,2,MUS,7502,"MUS 4763,and,MUS 4764,; or equivalent."
105,MUS 7501 Piano Pedagogy and Literature I (2) - Modern Campus Catalog™,2,MUS,7501,"MUS 4763,and,MUS 4764,or equivalent."
106,MUS 7500 Advanced Teaching Practicum (1-2) - Modern Campus Catalog™,2,MUS,7500,"MUS 4769,and,MUS 4770,or equivalent.,A total of 3 sem. hrs. is applicable to the MM degree."
107,MUS 7272 Comparative Vocal Pedagogy (2) - Modern Campus Catalog™,2,MUS,7272,"MUS 7170,or equivalent."
108,MUS 7271 Principles of Voice Production (3) - Modern Campus Catalog™,3,MUS,7271,"COMD 4250,and,COMD 4153,."
109,MUS 7270 Historical Perspectives of Voice (3) - Modern Campus Catalog™,3,MUS,7270,
110,MUS 7222 Solo Literature for the Voice (3) - Modern Campus Catalog™,3,MUS,7222,"MUS 4351,and,MUS 4352,or equivalent."
111,MUS 7221 Solo Literature for the Voice (3) - Modern Campus Catalog™,3,MUS,7221,"MUS 4351,and,MUS 4352,or equivalent."
112,MUS 7176 Jazz Pedagogy (3) - Modern Campus Catalog™,3,MUS,7176,
113,MUS 7175 Percussion Instrument Pedagogy (2) - Modern Campus Catalog™,2,MUS,7175,
114,MUS 7174 Brass Instrument Pedagogy (2) - Modern Campus Catalog™,2,MUS,7174,
115,MUS 7173 Woodwind Instrument Pedagogy (2) - Modern Campus Catalog™,2,MUS,7173,
116,MUS 7172 Stringed Instrument Pedagogy (2) - Modern Campus Catalog™,2,MUS,7172,
117,MUS 7170 Advanced Vocal Pedagogy (2) - Modern Campus Catalog™,2,MUS,7170,
118,MUS 7160 Survey of Jazz Styles (3) - Modern Campus Catalog™,3,MUS,7160,
119,MUS 7130 Seminar in Percussion Literature (2) - Modern Campus Catalog™,2,MUS,7130,
120,MUS 7128 Seminar in Brass Literature (3) - Modern Campus Catalog™,3,MUS,7128,
121,MUS 7127 Seminar in Woodwind Literature II (2) - Modern Campus Catalog™,2,MUS,7127,
122,MUS 7126 Seminar in Woodwind Literature I (2) - Modern Campus Catalog™,2,MUS,7126,
123,MUS 7124 Seminar in String Literature (2) - Modern Campus Catalog™,2,MUS,7124,
124,MUS 7020 Advanced Italian Diction for Singers (1) - Modern Campus Catalog™,1,MUS,7020,1 hr. lecture; 1 hr. lab.
125,MUS 7019 Advanced French Diction for Singers (1) - Modern Campus Catalog™,1,MUS,7019,1 hr. lecture; 1 hr. lab.
126,MUS 7018 Advanced German Diction for Singers (1) - Modern Campus Catalog™,1,MUS,7018,1 hr. lecture; 1 hr. lab.
127,MUS 7011 Keyboard Skills for Pianists (1) - Modern Campus Catalog™,1,MUS,7011,
128,MUS 4901 Basic Techniques of Audio Recording (3) - Modern Campus Catalog™,3,MUS,4901,
129,MUS 4799 Coaching in Applied Music (2) - Modern Campus Catalog™,2,MUS,4799,Open to music students with the recommendation of the appropriate applied music faculty. Max. amount of credit applicable toward a degree is 6 sem. hrs.
130,MUS 4798 Senior Composition Recital (1) - Modern Campus Catalog™,1,MUS,4798,Pass-fail grading.
131,MUS 4797 Senior Recital (1) - Modern Campus Catalog™,1,MUS,4797,
132,MUS 4774 Harp Pedagogy (2) - Modern Campus Catalog™,2,MUS,4774,Required of all harp majors.
133,MUS 4773 Orchestral Repertoire for Harp (1) - Modern Campus Catalog™,1,MUS,4773,Required of all harp majors.
134,MUS 4772 Harp Technology and Maintenance (2) - Modern Campus Catalog™,2,MUS,4772,Required of all harp majors.
135,MUS 4770 Supervised Studio Instruction (2) - Modern Campus Catalog™,2,MUS,4770,
136,MUS 4769 Supervised Studio Instruction (2) - Modern Campus Catalog™,2,MUS,4769,
137,MUTH 3350 Music Therapy Practicum III (1) - Modern Campus Catalog™,1,MUTH,3350,
138,MUTH 3300 Music Therapy Theory and Applications 3 (3) - Modern Campus Catalog™,3,MUTH,3300,
139,MUTH 3250 Music Therapy Practicum II (1) - Modern Campus Catalog™,1,MUTH,3250,
140,MUTH 3150 Music Therapy Practicum I (1) - Modern Campus Catalog™,1,MUTH,3150,
141,MUTH 3100 Music Therapy Research Methods (2) - Modern Campus Catalog™,2,MUTH,3100,
142,MUTH 2200 Clinical Musicianship Skills and Applications (2) - Modern Campus Catalog™,2,MUTH,2200,
143,MUTH 2100 Music Therapy Theory and Applications 1 (2) - Modern Campus Catalog™,2,MUTH,2100,
144,MUTH 2000 Assessment and Treatment in Music Therapy (3) - Modern Campus Catalog™,3,MUTH,2000,
145,MUTH 1000 The Profession of Music Therapy (3) - Modern Campus Catalog™,3,MUTH,1000,
146,"MUED 3630 Student Teaching in Music (3, 9) - Modern Campus Catalog™",9,MUED,3630,"see “,Requirements for Student Teaching,” in the,School of Music,section of this catalog.,Pass-fail grading."
147,MUED 3171 Principles of Teaching Secondary School Music (3) - Modern Campus Catalog™,3,MUED,3171,"MUED 1000,and,MUED 2045,."
148,MUED 3170 Principles of Teaching Elementary School Music (3) - Modern Campus Catalog™,3,MUED,3170,"MUED 1000,and,MUED 2045,."
149,MUED 2045 Teaching Music in Diverse Settings (3) - Modern Campus Catalog™,3,MUED,2045,"MUED 1000,.,Credit will not be given for both this course and,EDCI 2045,. Site-based teaching practica.,2 hrs. lecture; 2 hr. teaching practicum each week."
150,MUED 1700 Orientation to Music Education (1) - Modern Campus Catalog™,1,MUED,1700,
151,MUED 1000 Foundations of Music Education (3) - Modern Campus Catalog™,3,MUED,1000,"Credit will not be given for both this course and,EDCI 1000,. Course is for music majors only.,2 hrs. lecture; 1 hr. lab."
152,MUS 2154 Secondary Jazz Study (2-3) - Modern Campus Catalog™,3,MUS,2154,
153,MUS 2152 Secondary Guitar (2-3) - Modern Campus Catalog™,3,MUS,2152,
154,MUS 2151 Secondary Composition (2-3) - Modern Campus Catalog™,3,MUS,2151,
155,MUS 2149 Secondary Percussion (2-3) - Modern Campus Catalog™,3,MUS,2149,
156,MUS 2148 Secondary Tuba (2-3) - Modern Campus Catalog™,3,MUS,2148,
157,MUS 2147 Secondary Trombone (2-3) - Modern Campus Catalog™,3,MUS,2147,
158,MUS 2146 Secondary Euphonium (2-3) - Modern Campus Catalog™,3,MUS,2146,
159,MUS 2145 Secondary French Horn (2-3) - Modern Campus Catalog™,3,MUS,2145,
160,MUS 2144 Secondary Trumpet (2-3) - Modern Campus Catalog™,3,MUS,2144,
161,MUS 2143 Secondary Bassoon (2-3) - Modern Campus Catalog™,3,MUS,2143,
162,MUS 2142 Secondary Saxophone (2-3) - Modern Campus Catalog™,3,MUS,2142,
163,MUS 2141 Secondary Clarinet (2-3) - Modern Campus Catalog™,3,MUS,2141,
164,MUS 2140 Secondary Oboe (2-3) - Modern Campus Catalog™,3,MUS,2140,
165,MUS 2139 Secondary Flute (2-3) - Modern Campus Catalog™,3,MUS,2139,
166,MUS 2138 Secondary String Bass (2-3) - Modern Campus Catalog™,3,MUS,2138,
167,MUS 2137 Secondary Cello (2-3) - Modern Campus Catalog™,3,MUS,2137,
168,MUS 2136 Secondary Viola (2-3) - Modern Campus Catalog™,3,MUS,2136,
169,MUS 2135 Secondary Violin (2-3) - Modern Campus Catalog™,3,MUS,2135,
170,MUS 2134 Secondary Harp (2-3) - Modern Campus Catalog™,3,MUS,2134,
171,MUS 2133 Secondary Organ (2-3) - Modern Campus Catalog™,3,MUS,2133,
172,MUS 2131 Secondary Piano (2-3) - Modern Campus Catalog™,3,MUS,2131,
173,MUS 2130 Secondary Voice (2-3) - Modern Campus Catalog™,3,MUS,2130,
174,MUS 3154 Primary Jazz (2-3) - Modern Campus Catalog™,3,MUS,3154,
175,MUS 3153 Primary Electroacoustic Composition (2-3) - Modern Campus Catalog™,3,MUS,3153,
176,MUS 3152 Primary Guitar (2-3) - Modern Campus Catalog™,3,MUS,3152,
177,MUS 3151 Primary Composition (2-3) - Modern Campus Catalog™,3,MUS,3151,
178,MUS 3149 Primary Percussion (2-3) - Modern Campus Catalog™,3,MUS,3149,
179,MUS 3148 Primary Tuba (2-3) - Modern Campus Catalog™,3,MUS,3148,
180,MUS 3147 Primary Trombone (2-3) - Modern Campus Catalog™,3,MUS,3147,
181,MUS 3146 Primary Euphonium (2-3) - Modern Campus Catalog™,3,MUS,3146,
182,MUS 3145 Primary French Horn (2-3) - Modern Campus Catalog™,3,MUS,3145,
183,MUS 3144 Primary Trumpet (2-3) - Modern Campus Catalog™,3,MUS,3144,
184,MUS 3143 Primary Bassoon (2-3) - Modern Campus Catalog™,3,MUS,3143,
185,MUS 3142 Primary Saxophone (2-3) - Modern Campus Catalog™,3,MUS,3142,
186,MUS 3141 Primary Clarinet (2-3) - Modern Campus Catalog™,3,MUS,3141,
187,MUS 3140 Primary Oboe (2-3) - Modern Campus Catalog™,3,MUS,3140,
188,MUS 3139 Primary Flute (2-3) - Modern Campus Catalog™,3,MUS,3139,
189,MUS 3138 Primary String Bass (2-3) - Modern Campus Catalog™,3,MUS,3138,
190,MUS 3137 Primary Cello (2-3) - Modern Campus Catalog™,3,MUS,3137,
191,MUS 3136 Primary Viola (2-3) - Modern Campus Catalog™,3,MUS,3136,
192,MUS 3135 Primary Violin (2-3) - Modern Campus Catalog™,3,MUS,3135,
193,MUS 3134 Primary Harp (2-3) - Modern Campus Catalog™,3,MUS,3134,
194,MUS 3133 Primary Organ (2-3) - Modern Campus Catalog™,3,MUS,3133,
195,MUS 3131 Primary Piano (2-3) - Modern Campus Catalog™,3,MUS,3131,
196,MUS 3130 Primary Voice (2-3) - Modern Campus Catalog™,3,MUS,3130,
197,MUS 7055 Graduate Collaborative Keyboard (2-6) - Modern Campus Catalog™,6,MUS,7055,
198,MUS 7054 Graduate Jazz Study (2-6) - Modern Campus Catalog™,6,MUS,7054,
199,MUS 7053 Graduate Electroacoustic Composition (2-6) - Modern Campus Catalog™,6,MUS,7053,
200,MUS 7051 Graduate Composition (2-6) - Modern Campus Catalog™,6,MUS,7051,
201,MUS 7049 Graduate Percussion (2-6) - Modern Campus Catalog™,6,MUS,7049,
202,MUS 7048 Graduate Tuba (2-6) - Modern Campus Catalog™,6,MUS,7048,
203,MUS 7047 Graduate Trombone (2-6) - Modern Campus Catalog™,6,MUS,7047,
204,MUS 7046 Graduate Euphonium (2-6) - Modern Campus Catalog™,6,MUS,7046,
205,MUS 7045 Graduate French Horn (2-6) - Modern Campus Catalog™,6,MUS,7045,
206,MUS 7044 Graduate Trumpet (2-6) - Modern Campus Catalog™,6,MUS,7044,
207,MUS 7043 Graduate Bassoon (2-6) - Modern Campus Catalog™,6,MUS,7043,
208,MUS 7042 Graduate Saxophone (2-6) - Modern Campus Catalog™,6,MUS,7042,
209,MUS 7041 Graduate Clarinet (2-6) - Modern Campus Catalog™,6,MUS,7041,
210,MUS 7040 Graduate Oboe (2-6) - Modern Campus Catalog™,6,MUS,7040,
211,MUS 7039 Graduate Flute (2-6) - Modern Campus Catalog™,6,MUS,7039,
212,MUS 7038 Graduate String Bass (2-6) - Modern Campus Catalog™,6,MUS,7038,
213,MUS 7037 Graduate Cello (2-6) - Modern Campus Catalog™,6,MUS,7037,
214,MUS 7036 Graduate Viola (2-6) - Modern Campus Catalog™,6,MUS,7036,
215,MUS 7035 Graduate Violin (2-6) - Modern Campus Catalog™,6,MUS,7035,
216,MUS 7034 Graduate Harp (2-6) - Modern Campus Catalog™,6,MUS,7034,
217,MUS 7033 Graduate Organ (2-6) - Modern Campus Catalog™,6,MUS,7033,
218,MUS 7031 Graduate Piano (2-6) - Modern Campus Catalog™,6,MUS,7031,
219,MUS 7030 Graduate Voice (2-6) - Modern Campus Catalog™,6,MUS,7030,
220,MUS 9937 Seminar in Literature and Style in Performance: Percussion (3) - Modern Campus Catalog™,3,MUS,9937,
221,MUS 9936 Seminar in Literature and Style in Performance: Brass (3) - Modern Campus Catalog™,3,MUS,9936,
222,MUS 9935 Seminar in Literature and Style in Performance: Brass (3) - Modern Campus Catalog™,3,MUS,9935,
223,MUS 9931 Seminar in Literature and Style in Performance: Strings (3) - Modern Campus Catalog™,3,MUS,9931,
224,MUS 9930 Seminar in Literature and Style in Performance: Organ (3) - Modern Campus Catalog™,3,MUS,9930,
225,MUS 9929 Seminar in Literature and Style in Performance: Organ (3) - Modern Campus Catalog™,3,MUS,9929,
226,MUS 9926 Seminar in Literature and Style in Performance: Voice (3) - Modern Campus Catalog™,3,MUS,9926,
227,MUS 9925 Seminar in Literature and Style in Performance: Voice (3) - Modern Campus Catalog™,3,MUS,9925,
228,MUS 9759 Repertoire (3) - Modern Campus Catalog™,3,MUS,9759,
229,MUS 9758 Repertoire (3) - Modern Campus Catalog™,3,MUS,9758,
